student_id,attendance,cgpa,aptitude_score,coding_score,communication_score,mock_exam_score,backlogs,career_interest,placement_status,exam_selected
S02445,80,9.98,47,76,43,86,1,Cloud Engineer,In Progress,SkillsCert
S02446,91,6.34,93,24,85,17,1,Business Analyst,In Progress,RRB-NTPC
S02447,60,9.71,19,79,83,12,0,Data Scientist,Placed,SkillsCert
S02448,82,6.48,58,57,64,83,1,Software Engineer,In Progress,SkillsCert
S02449,86,5.17,86,66,35,42,0,Data Scientist,Not Placed,SkillsCert
S02450,65,9.08,88,65,83,100,0,Cloud Engineer,Placed,GATE
S02451,65,7.8,13,67,60,89,0,Software Engineer,In Progress,GRE
S02452,84,7.33,73,34,16,64,0,Business Analyst,Not Placed,GRE
S02453,99,9.56,11,35,31,78,0,Data Scientist,Not Placed,SkillsCert
S02454,94,8.88,79,99,6,80,1,Data Scientist,In Progress,SkillsCert
S02455,67,7.47,40,82,85,49,0,Cybersecurity,Placed,GRE
S02456,60,6.86,9,62,67,86,1,Cloud Engineer,In Progress,GRE
S02457,75,5.11,0,5,40,100,1,Software Engineer,Not Placed,No exam
S02458,85,8.46,85,59,72,49,0,AI Researcher,In Progress,GATE
S02459,70,7.42,88,27,62,16,0,AI Researcher,Not Placed,SkillsCert
S02460,87,7.98,91,93,96,85,0,Business Analyst,Placed,No exam
S02461,92,9.04,85,29,58,15,1,Cloud Engineer,In Progress,SkillsCert
S02462,99,6.6,9,100,20,26,0,AI Researcher,In Progress,RRB-NTPC
S02463,65,5.83,45,73,93,35,2,Software Engineer,In Progress,GATE
S02464,84,9.78,57,53,75,83,1,Software Engineer,Placed,GRE
S02465,74,6.92,85,97,84,80,0,Cloud Engineer,Placed,No exam
S02466,79,7.15,0,89,64,90,0,Data Scientist,In Progress,CAT
S02467,94,8.19,77,0,9,82,0,Cybersecurity,Not Placed,GRE
S02468,91,5.52,67,13,62,86,0,Cloud Engineer,Not Placed,GRE
S02469,68,5.04,38,29,68,2,4,Business Analyst,Not Placed,No exam
S02470,69,7.21,72,83,1,87,1,Cloud Engineer,Not Placed,RRB-NTPC
S02471,94,5.65,91,3,17,45,0,Cybersecurity,Not Placed,GRE
S02472,86,8.06,73,71,44,8,1,Cybersecurity,In Progress,GRE
S02473,70,5.64,64,76,98,3,1,Data Scientist,Placed,CAT
S02474,95,9.76,55,62,49,16,0,Software Engineer,In Progress,CAT
S02475,74,6.12,91,52,19,47,1,Software Engineer,Not Placed,GATE
S02476,81,9.92,26,99,16,96,1,Business Analyst,In Progress,SkillsCert
S02477,81,6.44,55,41,90,91,1,Data Scientist,In Progress,SkillsCert
S02478,91,9.16,88,65,42,34,1,Business Analyst,In Progress,No exam
S02479,86,8.94,80,49,98,95,0,Software Engineer,Placed,GATE
S02480,71,6.24,27,26,83,81,1,Cloud Engineer,In Progress,GRE
S02481,71,6.67,28,94,54,16,1,AI Researcher,In Progress,GATE
S02482,80,8.05,86,36,13,49,0,Business Analyst,Not Placed,GRE
S02483,92,6.35,54,39,20,24,1,Software Engineer,Not Placed,RRB-NTPC
S02484,69,6.44,2,88,42,89,2,Cloud Engineer,In Progress,No exam
S02485,74,9.66,99,9,85,46,0,Business Analyst,In Progress,GATE
S02486,74,7.03,93,31,37,72,1,Cybersecurity,Not Placed,RRB-NTPC
S02487,66,7.42,74,83,94,100,1,Data Scientist,Placed,CAT
S02488,82,9.46,3,75,70,18,0,AI Researcher,Placed,GATE
S02489,96,5.14,100,61,19,33,0,Cybersecurity,Not Placed,GRE
S02490,76,7.07,93,77,91,49,0,Business Analyst,Placed,GATE
S02491,65,7.96,61,12,65,10,1,Software Engineer,Not Placed,RRB-NTPC
S02492,96,9.81,23,87,14,47,1,Software Engineer,In Progress,GRE
S02493,75,7.77,17,26,10,45,1,Software Engineer,Not Placed,SkillsCert
S02494,64,9.38,82,82,27,82,1,Software Engineer,In Progress,GRE
S02495,86,5.61,48,74,45,30,0,Cybersecurity,In Progress,SkillsCert
S02496,80,5.04,75,41,42,43,1,Cloud Engineer,Not Placed,RRB-NTPC
S02497,98,6.31,94,91,32,68,0,Business Analyst,In Progress,CAT
S02498,93,9.71,82,48,89,86,1,Cybersecurity,Placed,SkillsCert
S02499,60,5.17,80,11,77,65,5,Software Engineer,Not Placed,GRE
S02500,78,6.13,65,85,58,45,0,Software Engineer,In Progress,GATE
S02501,91,7.82,94,72,57,59,0,Cybersecurity,In Progress,GATE
S02502,72,8.56,2,36,94,59,0,Software Engineer,In Progress,SkillsCert
S02503,93,9.47,27,43,95,70,1,Cloud Engineer,Placed,RRB-NTPC
S02504,96,9.8,32,12,1,48,1,Data Scientist,Not Placed,GRE
S02505,67,6.56,72,25,52,81,1,Business Analyst,Not Placed,GATE
S02506,74,5.67,8,31,68,10,1,Software Engineer,Not Placed,No exam
S02507,62,6.1,69,59,13,13,4,Business Analyst,Not Placed,No exam
S02508,86,5.28,53,85,33,70,1,Cybersecurity,In Progress,RRB-NTPC
S02509,61,6.81,33,74,73,66,1,Business Analyst,In Progress,GATE
S02510,82,6.17,6,100,98,60,0,AI Researcher,Placed,GATE
S02511,69,7.59,51,15,88,28,1,Data Scientist,In Progress,RRB-NTPC
S02512,79,5.36,47,11,30,50,0,Software Engineer,Not Placed,SkillsCert
S02513,80,7.29,53,39,73,20,1,Cloud Engineer,In Progress,CAT
S02514,100,8.16,19,65,51,3,1,Cybersecurity,In Progress,No exam
S02515,97,6.26,34,7,32,90,0,AI Researcher,Not Placed,SkillsCert
S02516,76,6.64,94,80,46,36,1,Cybersecurity,In Progress,GATE
S02517,67,6.39,11,26,36,43,3,Cybersecurity,Not Placed,GATE
S02518,82,8.73,3,25,33,47,1,Cybersecurity,Not Placed,CAT
S02519,100,7.1,53,86,55,41,1,AI Researcher,In Progress,No exam
S02520,80,7.18,88,69,94,82,0,Data Scientist,Placed,GRE
S02521,92,7.7,43,77,18,43,1,AI Researcher,In Progress,No exam
S02522,96,6.24,32,34,44,6,1,Data Scientist,Not Placed,GATE
S02523,72,8.65,93,14,34,53,0,Software Engineer,Not Placed,GRE
S02524,94,5.69,53,75,2,86,1,Data Scientist,Not Placed,RRB-NTPC
S02525,67,6.81,37,4,58,56,1,Software Engineer,Not Placed,GRE
S02526,67,6.61,44,43,87,47,0,Business Analyst,In Progress,RRB-NTPC
S02527,73,6.9,82,92,86,48,1,Software Engineer,Placed,CAT
S02528,74,5.8,3,16,82,76,0,Software Engineer,Not Placed,GATE
S02529,77,8.31,64,48,25,9,0,Data Scientist,Not Placed,No exam
S02530,93,5.02,26,99,10,91,1,AI Researcher,Not Placed,CAT
S02531,87,5.4,48,95,55,0,1,Cybersecurity,In Progress,GRE
S02532,82,6.52,35,78,39,27,1,AI Researcher,In Progress,No exam
S02533,65,8.39,98,49,35,74,1,Cybersecurity,In Progress,GATE
S02534,84,6.2,13,73,97,36,1,Cloud Engineer,Placed,GATE
S02535,86,9.17,1,16,95,12,0,AI Researcher,In Progress,CAT
S02536,64,9.79,32,28,9,17,0,Cybersecurity,Not Placed,SkillsCert
S02537,83,6.98,83,43,46,35,1,Cloud Engineer,Not Placed,SkillsCert
S02538,100,5.6,25,64,24,93,0,AI Researcher,Not Placed,No exam
S02539,88,8.17,10,87,66,93,1,AI Researcher,Placed,SkillsCert
S02540,85,9.15,89,76,76,99,1,Business Analyst,Placed,SkillsCert
S02541,64,6.34,17,79,92,13,5,Cloud Engineer,Placed,SkillsCert
S02542,78,5.14,33,44,62,67,0,AI Researcher,Not Placed,CAT
S02543,77,6.27,39,84,99,13,1,Business Analyst,Placed,CAT
S02544,71,8.13,78,10,28,6,0,Cybersecurity,Not Placed,No exam
S02545,87,8.92,95,87,42,43,1,AI Researcher,In Progress,SkillsCert
S02546,86,6.45,27,6,6,24,0,Cloud Engineer,Not Placed,GRE
S02547,91,9.67,35,95,83,73,0,Cybersecurity,Placed,CAT
S02548,90,6.63,20,96,9,83,1,Cloud Engineer,In Progress,SkillsCert
S02549,67,5.7,26,15,47,28,2,Cybersecurity,Not Placed,No exam
S02550,82,6.09,40,67,78,98,0,Business Analyst,In Progress,CAT
S02551,66,6.48,13,80,15,92,4,AI Researcher,Not Placed,SkillsCert
S02552,93,6.46,13,44,3,84,1,Cybersecurity,Not Placed,GRE
S02553,91,5.61,88,4,10,51,1,Business Analyst,Not Placed,RRB-NTPC
S02554,92,6.93,47,5,5,25,1,Business Analyst,Not Placed,GATE
S02555,78,7.29,59,50,59,63,1,Cloud Engineer,In Progress,RRB-NTPC
S02556,62,9.16,2,16,47,20,0,Data Scientist,Not Placed,No exam
S02557,61,9.68,20,84,71,59,1,Data Scientist,Placed,CAT
S02558,63,5.61,91,93,41,45,5,Cloud Engineer,In Progress,CAT
S02559,93,8.47,77,60,6,38,1,Software Engineer,Not Placed,SkillsCert
S02560,86,9.98,17,88,0,79,0,Data Scientist,In Progress,CAT
S02561,69,5.35,10,16,73,55,2,Software Engineer,Not Placed,SkillsCert
S02562,60,6.39,21,60,71,33,2,AI Researcher,In Progress,No exam
S02563,68,9.87,82,14,69,91,1,Software Engineer,In Progress,CAT
S02564,92,5.92,73,70,12,60,0,Data Scientist,Not Placed,GRE
S02565,97,7.61,6,92,96,2,0,Data Scientist,Placed,CAT
S02566,89,5.84,43,30,66,35,0,Cloud Engineer,Not Placed,No exam
S02567,83,9.05,41,95,5,94,0,Cybersecurity,In Progress,No exam
S02568,69,9.06,6,26,74,4,0,Business Analyst,In Progress,GRE
S02569,98,6.82,73,71,87,36,1,Software Engineer,Placed,GATE
S02570,67,8.27,78,53,5,24,1,Data Scientist,Not Placed,GATE
S02571,90,6.8,49,61,12,3,0,Cloud Engineer,Not Placed,RRB-NTPC
S02572,82,8.52,33,97,89,97,0,Business Analyst,Placed,RRB-NTPC
S02573,97,8.93,5,100,36,65,0,Data Scientist,Placed,CAT
S02574,61,5.14,44,18,1,46,2,Cybersecurity,Not Placed,RRB-NTPC
S02575,99,8.99,24,17,99,77,1,Business Analyst,In Progress,RRB-NTPC
S02576,61,5.46,50,6,39,30,5,Business Analyst,Not Placed,CAT
S02577,82,6.32,41,36,72,55,1,Data Scientist,In Progress,GRE
S02578,77,7.52,89,78,78,78,1,Cloud Engineer,Placed,SkillsCert
S02579,69,5.95,87,78,41,40,2,AI Researcher,In Progress,CAT
S02580,74,6.57,61,37,71,64,1,Business Analyst,In Progress,No exam
S02581,89,6.72,68,75,32,10,1,AI Researcher,In Progress,GATE
S02582,63,8.74,74,24,35,17,1,Cybersecurity,Not Placed,No exam
S02583,80,6.55,37,53,15,36,0,Business Analyst,Not Placed,GRE
S02584,60,6.84,52,63,44,34,0,Cloud Engineer,In Progress,GRE
S02585,64,5.65,72,36,63,6,4,Business Analyst,Not Placed,GRE
S02586,99,6.68,6,20,98,73,0,AI Researcher,In Progress,SkillsCert
S02587,87,5.01,39,93,13,29,0,Business Analyst,Not Placed,No exam
S02588,66,9.01,66,89,92,2,0,Cybersecurity,Placed,No exam
S02589,97,5.94,87,17,8,8,1,Cybersecurity,Not Placed,GATE
S02590,94,8.63,25,8,46,61,0,Data Scientist,Not Placed,No exam
S02591,96,8.11,75,34,95,44,0,Cybersecurity,In Progress,CAT
S02592,68,9.04,57,89,12,62,0,Cybersecurity,In Progress,SkillsCert
S02593,80,6.85,1,44,2,75,0,AI Researcher,Not Placed,CAT
S02594,88,7.51,16,54,83,73,0,Software Engineer,In Progress,GRE
S02595,88,5.72,17,66,39,16,1,Cloud Engineer,Not Placed,SkillsCert
S02596,87,8.93,31,43,21,89,0,Cloud Engineer,Not Placed,CAT
S02597,94,8.14,62,70,81,89,0,Cloud Engineer,Placed,GATE
S02598,83,5.34,62,70,88,59,1,Software Engineer,In Progress,CAT
S02599,84,8.54,15,0,99,16,1,Cybersecurity,In Progress,No exam
S02600,95,5.28,56,69,1,6,0,Business Analyst,Not Placed,SkillsCert
S02601,82,8.26,10,90,92,55,1,Data Scientist,Placed,GRE
S02602,93,8.18,2,45,55,12,1,Data Scientist,In Progress,SkillsCert
S02603,81,5.1,73,76,48,63,1,Cloud Engineer,In Progress,No exam
S02604,61,6.43,62,66,97,63,5,Software Engineer,Placed,GATE
S02605,89,9.68,11,60,32,29,1,Data Scientist,In Progress,SkillsCert
S02606,68,5.69,80,71,87,44,5,Data Scientist,In Progress,CAT
S02607,71,8.36,95,67,67,88,0,Business Analyst,In Progress,RRB-NTPC
S02608,90,8.93,37,1,18,83,1,Software Engineer,Not Placed,GATE
S02609,60,9.93,97,74,55,46,1,AI Researcher,Placed,SkillsCert
S02610,84,9.84,82,26,62,70,0,AI Researcher,In Progress,GRE
S02611,82,8.91,5,25,91,29,1,Cybersecurity,In Progress,GRE
S02612,91,9.66,39,80,49,51,0,Cloud Engineer,Placed,CAT
S02613,79,6.28,61,92,76,68,0,Business Analyst,Placed,GRE
S02614,71,5.69,23,82,67,31,0,Software Engineer,In Progress,SkillsCert
S02615,94,6.45,46,88,82,78,0,Data Scientist,Placed,GRE
S02616,100,8.29,25,59,30,41,0,Data Scientist,In Progress,No exam
S02617,94,9.04,64,32,74,25,1,Data Scientist,In Progress,GRE
S02618,97,6.79,84,64,92,66,1,AI Researcher,In Progress,GRE
S02619,91,8.98,66,19,98,61,1,Business Analyst,In Progress,GATE
S02620,63,9.65,14,58,36,20,1,Cybersecurity,In Progress,RRB-NTPC
S02621,77,9.6,62,13,45,17,0,Software Engineer,Not Placed,GATE
S02622,100,6.17,79,48,10,37,1,Cybersecurity,Not Placed,GATE
S02623,90,5.35,25,36,20,66,1,Data Scientist,Not Placed,No exam
S02624,71,9.21,65,83,92,71,0,Business Analyst,Placed,GATE
S02625,82,6.18,64,96,49,4,1,Cybersecurity,In Progress,CAT
S02626,84,8.41,57,48,86,32,1,Cloud Engineer,In Progress,CAT
S02627,92,9.44,45,41,51,91,1,Cloud Engineer,In Progress,SkillsCert
S02628,68,9.77,71,37,31,29,1,Business Analyst,In Progress,GRE
S02629,95,5.15,99,15,38,16,0,Software Engineer,Not Placed,GRE
S02630,74,6.32,58,89,94,77,1,AI Researcher,Placed,GATE
S02631,96,9.3,84,69,36,0,1,Cybersecurity,In Progress,SkillsCert
S02632,87,9.35,16,2,10,32,1,Cloud Engineer,Not Placed,GATE
S02633,100,7.61,48,93,60,98,0,Business Analyst,Placed,RRB-NTPC
S02634,90,8.82,58,71,22,72,0,Software Engineer,In Progress,GATE
S02635,96,7.23,13,1,53,45,0,Cybersecurity,Not Placed,RRB-NTPC
S02636,86,6.9,82,13,84,47,1,Cybersecurity,In Progress,GATE
S02637,82,9.73,100,92,73,26,0,Business Analyst,Placed,RRB-NTPC
S02638,63,8.44,28,5,29,68,1,Cloud Engineer,Not Placed,GATE
S02639,78,5.57,92,74,10,78,0,AI Researcher,Not Placed,No exam
S02640,82,8.56,45,18,37,82,1,Software Engineer,Not Placed,SkillsCert
S02641,81,5.59,30,87,97,92,1,Data Scientist,Placed,RRB-NTPC
S02642,76,7.79,13,24,57,31,0,Cloud Engineer,Not Placed,RRB-NTPC
S02643,83,8.35,72,53,25,27,0,AI Researcher,Not Placed,RRB-NTPC
S02644,100,9.58,100,39,92,21,1,Cybersecurity,Placed,CAT
S02645,70,8.11,7,15,53,84,0,Cybersecurity,Not Placed,GRE
S02646,62,6.12,13,47,25,49,4,Data Scientist,Not Placed,RRB-NTPC
S02647,60,9.83,8,31,44,25,1,Data Scientist,In Progress,GRE
S02648,78,6.5,6,76,45,42,0,Cloud Engineer,In Progress,SkillsCert
S02649,70,5.82,41,27,27,15,1,Cybersecurity,Not Placed,No exam
S02650,96,7.36,73,14,82,11,1,Business Analyst,In Progress,No exam
S02651,74,7.78,28,5,47,46,0,Business Analyst,Not Placed,No exam
S02652,82,7.4,40,34,18,73,1,Business Analyst,Not Placed,RRB-NTPC
S02653,83,8.78,77,96,92,82,0,Software Engineer,Placed,No exam
S02654,92,5.86,97,4,34,58,0,Cloud Engineer,Not Placed,CAT
S02655,96,8.74,82,32,47,62,1,Cloud Engineer,In Progress,CAT
S02656,99,6.82,74,92,47,72,0,Data Scientist,In Progress,RRB-NTPC
S02657,71,6.39,17,23,32,50,1,AI Researcher,Not Placed,RRB-NTPC
S02658,95,8.84,77,56,0,48,1,Data Scientist,Not Placed,GRE
S02659,64,5.35,21,90,3,53,2,Data Scientist,Not Placed,SkillsCert
S02660,70,9.16,0,83,45,43,0,Data Scientist,In Progress,CAT
S02661,60,5.72,49,60,17,16,5,AI Researcher,Not Placed,No exam
S02662,64,9.23,41,55,81,19,0,AI Researcher,Placed,No exam
S02663,71,9.86,90,41,36,90,0,Data Scientist,In Progress,RRB-NTPC
S02664,98,6.54,87,52,23,79,0,Cybersecurity,Not Placed,GATE
S02665,67,7.86,62,7,83,64,1,Software Engineer,In Progress,SkillsCert
S02666,87,5.74,20,12,95,72,0,Business Analyst,Not Placed,GATE
S02667,83,8.42,52,27,6,95,0,Cybersecurity,Not Placed,RRB-NTPC
S02668,64,7.39,45,35,7,9,0,Cloud Engineer,Not Placed,SkillsCert
S02669,81,6.19,43,13,28,0,1,Data Scientist,Not Placed,GATE
S02670,83,5.74,36,57,27,6,1,Cybersecurity,Not Placed,GATE
S02671,73,8.51,90,5,30,3,1,Business Analyst,Not Placed,CAT
S02672,74,6.4,24,96,48,38,0,AI Researcher,In Progress,No exam
S02673,100,8.73,0,70,58,58,0,Cloud Engineer,In Progress,No exam
S02674,87,9.65,54,100,62,43,0,Cybersecurity,Placed,GATE
S02675,74,7.55,26,1,38,83,1,AI Researcher,Not Placed,RRB-NTPC
S02676,82,5.87,16,60,35,33,0,AI Researcher,Not Placed,RRB-NTPC
S02677,68,6.63,17,88,16,56,0,Cybersecurity,In Progress,GATE
S02678,63,7.49,17,65,12,70,1,Cloud Engineer,Not Placed,SkillsCert
S02679,85,5.35,37,40,33,62,0,Business Analyst,Not Placed,RRB-NTPC
S02680,92,6.21,74,68,69,26,1,Data Scientist,In Progress,CAT
S02681,90,8.09,56,83,91,10,1,Data Scientist,Placed,No exam
S02682,86,6.88,13,93,4,57,1,Data Scientist,In Progress,No exam
S02683,89,6.87,9,67,5,26,0,Data Scientist,Not Placed,RRB-NTPC
S02684,93,6.29,35,45,27,71,0,AI Researcher,Not Placed,SkillsCert
S02685,96,7.05,19,8,8,6,1,Software Engineer,Not Placed,No exam
S02686,79,7.35,9,2,14,31,0,Business Analyst,Not Placed,RRB-NTPC
S02687,89,6.54,52,54,65,32,1,Software Engineer,In Progress,RRB-NTPC
S02688,61,8.93,99,41,94,51,1,AI Researcher,In Progress,SkillsCert
S02689,60,5.49,94,50,92,48,3,Data Scientist,In Progress,RRB-NTPC
S02690,90,5.6,94,75,87,23,0,Business Analyst,In Progress,SkillsCert
S02691,86,6.09,63,46,0,5,0,AI Researcher,Not Placed,RRB-NTPC
S02692,94,8.91,28,76,5,56,0,Cloud Engineer,In Progress,No exam
S02693,69,9.15,73,97,83,89,1,AI Researcher,Placed,SkillsCert
S02694,93,5.38,44,63,75,59,0,AI Researcher,In Progress,SkillsCert
S02695,94,5.48,77,32,91,27,0,Software Engineer,In Progress,GATE
S02696,86,7.84,72,48,20,31,1,Cybersecurity,Not Placed,No exam
S02697,74,9.58,95,28,40,96,0,AI Researcher,Not Placed,GATE
S02698,81,6.95,59,62,59,29,0,Cybersecurity,In Progress,GRE
S02699,69,7.31,15,36,19,74,0,Software Engineer,Not Placed,RRB-NTPC
S02700,95,9.4,87,42,99,59,1,Business Analyst,Placed,GATE
S02701,64,6.54,61,86,44,99,0,Data Scientist,In Progress,CAT
S02702,77,9.12,23,6,3,52,0,Data Scientist,Not Placed,CAT
S02703,92,8.22,79,62,76,28,1,Software Engineer,In Progress,RRB-NTPC
S02704,72,7.37,72,93,9,80,0,AI Researcher,In Progress,RRB-NTPC
S02705,75,8.62,16,92,96,86,1,Cloud Engineer,Placed,SkillsCert
S02706,82,6.72,31,78,53,28,1,AI Researcher,In Progress,GATE
S02707,60,5.22,17,5,16,32,4,Software Engineer,Not Placed,GATE
S02708,96,9.62,72,78,85,29,1,AI Researcher,Placed,RRB-NTPC
S02709,91,7.24,48,45,35,26,1,Business Analyst,Not Placed,GRE
S02710,60,9.68,11,2,0,88,0,AI Researcher,Not Placed,GATE
S02711,94,9.1,90,24,61,52,0,Data Scientist,In Progress,GRE
S02712,94,9.68,55,72,34,16,0,Data Scientist,In Progress,SkillsCert
S02713,84,6.69,45,41,86,94,0,Data Scientist,In Progress,GATE
S02714,83,6.35,59,70,10,40,1,Cybersecurity,Not Placed,CAT
S02715,64,9.0,49,39,14,72,0,Data Scientist,Not Placed,CAT
S02716,86,5.74,91,75,71,71,1,Business Analyst,In Progress,RRB-NTPC
S02717,74,9.91,40,42,61,54,1,Data Scientist,In Progress,GATE
S02718,63,7.11,10,81,16,38,1,Software Engineer,In Progress,SkillsCert
S02719,65,7.06,29,45,38,57,0,Cloud Engineer,Not Placed,GRE
S02720,89,5.53,24,47,43,73,0,Cloud Engineer,Not Placed,GRE
S02721,90,5.71,54,76,18,72,0,Cloud Engineer,Not Placed,RRB-NTPC
S02722,96,6.57,99,62,95,78,1,AI Researcher,In Progress,RRB-NTPC
S02723,96,9.86,92,52,57,43,0,Data Scientist,In Progress,RRB-NTPC
S02724,82,6.47,10,52,2,49,0,Cloud Engineer,Not Placed,No exam
S02725,84,5.36,79,46,82,78,1,AI Researcher,In Progress,GRE
S02726,86,6.83,19,31,78,18,1,Data Scientist,In Progress,SkillsCert
S02727,88,9.4,43,33,95,86,1,Business Analyst,In Progress,No exam
S02728,98,5.81,79,12,27,48,0,Business Analyst,Not Placed,CAT
S02729,60,6.36,92,9,54,13,4,Data Scientist,Not Placed,No exam
S02730,90,5.54,24,67,18,66,1,Business Analyst,Not Placed,SkillsCert
S02731,79,8.17,78,23,54,77,0,Cybersecurity,Not Placed,CAT
S02732,98,6.08,73,50,3,13,1,Cybersecurity,Not Placed,CAT
S02733,60,8.09,60,38,2,1,0,Business Analyst,Not Placed,CAT
S02734,90,5.13,90,38,58,37,1,Cloud Engineer,Not Placed,GRE
S02735,75,8.01,94,75,93,93,1,Cybersecurity,Placed,SkillsCert
S02736,77,6.56,13,6,6,33,1,Software Engineer,Not Placed,SkillsCert
S02737,78,5.09,6,48,69,99,1,AI Researcher,In Progress,SkillsCert
S02738,74,7.35,36,40,85,5,1,Data Scientist,In Progress,GRE
S02739,92,7.53,6,33,14,32,0,Business Analyst,Not Placed,CAT
S02740,72,6.24,90,40,30,88,0,Data Scientist,Not Placed,No exam
S02741,99,8.51,10,3,5,64,1,Cybersecurity,Not Placed,No exam
S02742,66,9.4,5,11,27,31,1,Software Engineer,Not Placed,SkillsCert
S02743,75,7.56,69,6,67,82,1,Cybersecurity,Not Placed,No exam
S02744,89,7.8,68,76,97,29,1,Cybersecurity,Placed,RRB-NTPC
S02745,65,5.25,80,65,32,60,2,Business Analyst,Not Placed,CAT
S02746,72,8.36,74,2,85,43,0,Cybersecurity,In Progress,GRE
S02747,65,9.55,28,4,6,73,1,Cloud Engineer,Not Placed,SkillsCert
S02748,79,7.17,97,31,28,10,0,Cybersecurity,Not Placed,RRB-NTPC
S02749,78,7.8,88,79,79,61,1,AI Researcher,Placed,GRE
S02750,75,7.23,52,27,37,55,1,Data Scientist,Not Placed,No exam
S02751,66,7.76,47,65,93,93,0,AI Researcher,Placed,RRB-NTPC
S02752,68,7.0,78,54,91,80,0,Cybersecurity,In Progress,No exam
S02753,65,7.03,98,63,4,46,1,Software Engineer,Not Placed,CAT
S02754,94,9.73,34,3,42,3,1,Software Engineer,Not Placed,RRB-NTPC
S02755,96,5.58,5,32,42,97,1,Cloud Engineer,Not Placed,SkillsCert
S02756,65,5.44,31,11,71,35,5,Software Engineer,Not Placed,GRE
S02757,99,6.95,48,100,0,60,0,Software Engineer,In Progress,CAT
S02758,94,7.25,83,17,79,95,0,Cybersecurity,In Progress,GRE
S02759,73,6.62,22,68,62,31,0,AI Researcher,In Progress,RRB-NTPC
S02760,94,7.8,78,48,3,27,0,Cloud Engineer,Not Placed,SkillsCert
S02761,63,7.58,70,0,13,17,1,Software Engineer,Not Placed,GATE
S02762,65,6.23,90,83,100,58,2,Software Engineer,Placed,RRB-NTPC
S02763,88,8.32,69,16,77,32,1,Cloud Engineer,In Progress,No exam
S02764,64,7.79,48,91,73,29,0,Business Analyst,Placed,SkillsCert
S02765,74,9.89,20,11,97,38,0,Business Analyst,In Progress,RRB-NTPC
S02766,83,5.24,8,98,86,80,1,Software Engineer,Placed,SkillsCert
S02767,60,7.91,44,71,26,74,0,Cybersecurity,In Progress,GATE
S02768,60,5.88,1,1,11,98,5,Business Analyst,Not Placed,No exam
S02769,73,7.83,88,84,1,58,0,Business Analyst,Not Placed,GRE
S02770,71,7.52,42,31,75,3,0,Data Scientist,In Progress,RRB-NTPC
S02771,70,5.09,8,37,9,93,0,Software Engineer,Not Placed,No exam
S02772,79,6.77,26,97,77,26,1,Cloud Engineer,Placed,RRB-NTPC
S02773,96,5.34,54,89,95,63,1,Cybersecurity,Placed,No exam
S02774,92,7.38,50,2,18,92,1,Cybersecurity,Not Placed,CAT
S02775,82,5.18,3,19,80,91,1,Data Scientist,Not Placed,RRB-NTPC
S02776,98,5.95,1,21,57,60,1,Data Scientist,Not Placed,GRE
S02777,95,6.98,91,72,62,56,1,Business Analyst,In Progress,CAT
S02778,91,8.93,9,40,9,55,0,Cloud Engineer,Not Placed,SkillsCert
S02779,64,9.36,48,48,22,67,0,AI Researcher,Not Placed,GRE
S02780,61,5.7,58,75,1,2,2,Data Scientist,Not Placed,SkillsCert
S02781,67,7.89,63,92,94,3,0,Business Analyst,Placed,RRB-NTPC
S02782,86,5.4,5,28,47,68,0,Software Engineer,Not Placed,SkillsCert
S02783,79,9.9,39,5,99,50,0,Cybersecurity,In Progress,RRB-NTPC
S02784,64,6.25,6,91,4,26,5,Cybersecurity,Not Placed,GATE
S02785,87,8.23,74,8,87,94,1,Data Scientist,In Progress,No exam
S02786,91,7.89,61,20,99,66,1,Cloud Engineer,In Progress,No exam
S02787,89,5.97,16,73,84,95,0,Cloud Engineer,In Progress,No exam
S02788,77,8.14,98,89,92,60,1,Software Engineer,Placed,SkillsCert
S02789,100,7.13,3,31,51,8,1,AI Researcher,Not Placed,RRB-NTPC
S02790,61,7.12,88,39,100,32,0,Data Scientist,In Progress,No exam
S02791,88,9.84,65,65,44,43,0,Business Analyst,In Progress,CAT
S02792,78,5.36,7,49,88,78,0,Business Analyst,In Progress,RRB-NTPC
S02793,74,6.14,93,53,52,39,0,Business Analyst,In Progress,GATE
S02794,83,7.53,89,2,15,28,0,Software Engineer,Not Placed,No exam
S02795,82,9.98,39,49,27,18,1,Cybersecurity,In Progress,No exam
S02796,97,9.46,37,52,79,57,0,Data Scientist,Placed,GRE
S02797,65,9.15,16,77,29,35,0,Cloud Engineer,In Progress,RRB-NTPC
S02798,69,8.72,71,7,64,98,0,Software Engineer,Not Placed,CAT
S02799,77,8.41,68,27,65,99,1,Cloud Engineer,In Progress,GATE
S02800,80,5.76,48,98,34,53,1,Cloud Engineer,In Progress,RRB-NTPC
S02801,78,9.26,67,84,81,0,1,Software Engineer,Placed,RRB-NTPC
S02802,96,7.03,15,16,55,48,0,Cybersecurity,Not Placed,RRB-NTPC
S02803,79,5.47,98,97,55,31,0,Software Engineer,In Progress,GATE
S02804,64,9.76,70,84,92,80,1,AI Researcher,Placed,RRB-NTPC
S02805,94,6.34,74,4,23,87,0,Data Scientist,Not Placed,SkillsCert
S02806,64,8.1,20,47,76,76,1,Software Engineer,In Progress,CAT
S02807,63,9.28,99,81,51,42,1,Cloud Engineer,In Progress,GRE
S02808,84,8.73,6,45,82,19,1,Software Engineer,In Progress,CAT
